id,ig_date,ig_year,event_dur,fsr_km2_dy,mx_grw_km2
2945,2001-09-12,2001,5,1.71726938637,4.29317346593
2967,2001-09-13,2001,1,0.2146586733,0.2146586733
2988,2001-09-14,2001,10,0.08586346932,0.42931734659
2995,2001-09-14,2001,1,0.2146586733,0.2146586733
3005,2001-09-15,2001,1,0.2146586733,0.2146586733
3008,2001-09-15,2001,1,0.2146586733,0.2146586733
3018,2001-09-16,2001,4,0.53664668324,0.85863469319
3035,2001-09-17,2001,6,0.1431057822,0.64397601989
3040,2001-09-17,2001,9,0.1669567459,0.64397601989
3044,2001-09-17,2001,1,0.2146586733,0.2146586733
